DispenserId,BeerId,Stand
bf365fa0-2074-4554-acca-e33c34d1afe8,bc2cb21b-1f4a-490a-b1e8-dd451ed84dfa,A
0726edf7-973f-4142-88e6-62f6f2362ae5,6468c68d-5ea3-482b-8c98-077d24ae1fec,A
adb84d6c-fcd2-4dc1-baf3-cea4f180d59b,d223bb5b-559c-4cd9-b430-898a1c3ddc85,A
d7904784-cdfb-4d4d-a861-ae9854a090fa,edf46525-7d7c-4bd9-ad4d-44a03217246a,A
8dc49d89-fb70-4d13-81e8-f72e95f15393,ffacdb12-b272-4448-8b5b-56933dc39cd2,A
0b1489d8-484d-40d0-b4b4-65bcf327ffd6,3072501a-0dcb-40ba-839a-04e00b4e2f67,A
6cbff4e9-52aa-4080-9d60-cfc9276ac1c5,14d9ac02-88b6-4be9-8d39-8535238cb30c,A
f86f3d99-fc4c-4569-9d50-50fed2386e88,e2592774-13ed-4584-ac19-2f9696e97efc,A
2942edd0-0550-4f23-bdd3-ee1d5ca44573,39e010a9-f794-47db-a134-a2e66fd235c2,A
20810b6a-d736-4b52-99df-b18bcbdd17fa,4115ac0d-1d1a-40cf-8744-aa8151c2953c,A
cd7253ba-4550-45a5-b0f9-a2150ff5dce4,37e63d31-cbbc-4e6f-adec-9999884e5e21,B
2906d9af-0b17-4a23-aac6-01b22fcd5556,0ef52db4-8481-4afa-8155-3c4d0e66ff72,B
aa9cb139-cfa7-4a79-9f4d-94e21432e33b,bfe20953-65b6-4a05-a573-4dd7f73e89c9,B
4b997547-e452-4e43-9dd3-e8cfbe6b4c3e,4e80412d-f45d-4247-b386-6dfc8e1dc4fc,B
be1be55a-f430-49e1-8a2f-0cfd0b225be4,d28033c1-202a-41ab-9dd2-2287593ff612,B
12dd26e1-74b7-491b-a5ec-bf8397ad898d,9b0d202d-8169-40d7-8385-487fc00940e3,B
cf244b1a-3a52-472e-a177-24d118c72393,42f9aec3-cd56-4810-9800-f932c44e5d91,B
582de061-561e-4137-9095-d73a9f2a8a93,cc4362d1-1fe9-4a90-acae-839bc80493ff,B
dbd5cda5-e6c9-49d5-be17-69ee4f5e470c,54532193-2fa3-46e5-823e-ef44c9e877e2,B
40db5b51-51b5-47d9-9178-b33159f55567,3eb2a562-8f66-4ea7-961f-17f51b54830a,B
e0303fdc-a8d5-496e-b88e-c373b10a6b5a,acae0eed-d798-43f6-adb7-4c2c40d6e128,C
12430634-7c27-4992-9ae6-e987dfb7819a,79525d3e-a5c2-4267-b250-f21d7bdc3e8b,C
a8af2078-9e05-4e1b-b962-4e99486f8c12,a3b35a6e-063c-4805-bee6-6d782cbd8958,C
f9427173-3d1d-4a3e-968a-45bc9dac52fc,a2da9e91-bc7b-42bc-93b6-3e7425b54056,C
33479c59-279c-4843-a1ec-1bfe306ee1da,ce7e745f-c992-4dd2-b99f-a1825359ad4a,C
36f053cd-417c-4e05-8dc8-530950bac98f,bcb2ab2a-77ab-4ae8-94f5-46345335652c,C
963d90f6-2c45-4775-b7b6-2056ea8b760f,7614f5ba-d68c-422a-886d-9c3c7efa1ad5,C
6ad912fb-214d-47ca-9197-a454ff6a90b7,3c37208e-3348-48ab-aa0f-e5e384458667,C
883660ab-1f04-40ed-9bea-f23a407f605c,2e13ec5a-6776-422b-887b-33cca2304e0b,C
6db542f0-0f19-405d-9bd0-d1c1e3d5d0e0,e845f1b8-0ff2-4c07-8024-f82222249689,C
adb5943c-dd41-45a6-8c1b-3d4ecf481c88,ac6e24ae-924b-4083-bb51-3cdba1844e4d,D
d7fd04a0-8ee2-4727-8661-7a138503ee8b,94324713-439a-4ce4-86b9-38a46dd88b8d,D
5bc8a1c7-4617-434a-8694-ee68e7d07d0b,9d298d7a-20c1-414e-9afa-d09af83538be,D
4f97fa90-3c13-42f7-8b98-87478f895cdd,2857df45-fa14-4063-b4c3-d22c777fe9b3,D
e50932f1-b704-4b6c-8875-e1dc0a58f15d,f68ac0dd-30bb-4473-8d80-a21bbc024624,D
13316581-8bea-4ebc-b4f0-1414438bd2a3,d58e246e-00fb-4de2-95ad-69858c7b97d0,D
990ae218-58d1-4e90-a639-131e5b60151c,72d13d6c-f0bd-481c-bfd8-e1762f699156,D
7f42e0ad-5be1-48b8-b2d8-667816392407,31be2797-efde-4a6f-bf3d-c56568c88cdf,D
b524041d-44f5-424e-b3c9-6f502cbfe60c,c0317b8f-fa37-4cb4-a3f5-5a8d20952c7e,D
ed68ad9c-1ea8-4df5-a3a9-d4954fe7b9bf,dc15e503-3360-4698-82e8-f5864e24f41e,D
424b5b46-1f2d-4db8-b177-f7bae1b32bf3,2491193b-75cc-4abb-9d5d-aad61c87703a,E
ca1027e4-326c-42f2-89cc-273165116af4,6627e765-2e6a-419e-a574-b08f79ad5b3d,E
13cf5b3c-7f48-432e-bde1-813e79717c1e,b37e5706-f299-4c5e-a013-5c1ed5ed7c72,E
ffee1fad-924e-428c-949a-513777102e85,0a31e9d3-a369-41ea-93fa-ad970e0367bb,E
e1442f34-582e-47c1-a046-770fa682b650,ed9abbec-d568-4de0-a6c2-98de5d2b11ad,E
87a2bf52-a225-4a0d-8265-6de60a670722,8ac79162-9bb3-4e88-92fd-4293155481b2,E
f8d1a729-213d-4e9b-87d9-c5cc050a8d72,48e5214e-39d0-42c1-8198-83063b9293e1,E
2aba4971-d50d-4bae-a0bd-be62a106e950,4e241434-843c-46c0-8c65-49aacaf8cedd,E
4358cc76-a5ab-4cd1-ab81-7e594ef80166,206ab495-f64c-4c32-b35c-d2e9de1a88dd,E
fc6464b6-fea2-4315-8697-6c80f66e5792,65606b1d-53a6-46ac-a835-7fbe2fea238c,E
c4f2433b-57a4-40ce-94ae-f12ed1974b63,66736519-0dd4-4386-8e09-ddea09c5ed28,F
86d171ac-8967-41b9-9307-0f81dd940075,ab0ad1b2-baf2-436b-a363-72e2035b66d1,F
ca37816c-f666-46b7-b804-939a941f0fe4,4c685822-a95d-46dc-a425-53d72523223a,F
363ef0cd-bea6-43ab-9bc3-036e354d067a,89ffec35-a1f5-4dec-bfd7-8429d92de2b8,F
67edafb3-7716-48ed-9a40-2063d2e16e68,40080d7d-883c-4e9b-b0e9-b23d39744626,F
82073a7b-54c7-4fc2-a51a-447b6916c2d8,c3b1d16a-74b4-4e98-8165-034c8e322850,F
22fd69f5-51ea-49e8-aa46-9a7d37814936,7925d066-1288-434a-a12a-4e7507a26443,F
9b8887bb-fd72-47d3-843a-8277dd6a2c7c,97cde3ad-0c59-4877-ad96-987526456f2e,F
f35a9347-bb79-4f05-84d8-6edf0e6008c0,84319af0-4d71-4c47-8411-e429f379cdd2,F
28271399-9fb8-4e02-90cb-a3a9193e817e,1aa199a7-aef8-47a4-a17c-3410ccd28aeb,F
91075af6-be64-4a7c-b1f7-b010d156fa89,e8ad9df9-2a7b-42de-9320-a3ac5b17859e,G
fb433394-4e7d-4841-8228-7e243ac10bb1,b546c34c-730c-46db-b6c7-0c9348985a29,G
e54b23b9-7be7-452c-9bae-3425c2d2a2c0,a69c3946-8e08-4fde-97df-f62f99ba5dd7,G
2433662b-3e6e-4508-aee7-8b811c156359,03e5bb55-7569-4495-80a7-e3601eb24f01,G
3ca1c33b-c2b0-4120-9c17-3c383264b4bd,86eef33e-e85a-48a8-95b3-921cf6502b86,G
b00b6ad8-35e6-44fa-9693-11b033a9e837,86607cd3-bc77-4738-8586-f22e5837b280,G
4e250585-a476-4cc3-ba36-0cbd82c64762,02bd70ed-2d38-4de4-a8fb-beeac31a9ebf,G
0f22211d-f7cf-4507-b1fd-2500a1a59024,30986ba1-03ac-47e9-8d2c-7d4e72283f36,G
f9b2ae3f-a75e-4184-b950-181b7a4971a1,33197374-451f-4daf-b0c5-9a8a3a7c27dd,G
f26c0fd4-b07d-4833-9973-d4a12c96c6a7,59b09d39-f850-40c9-88eb-7ba15f77e883,G
773cf6e2-a304-4fcb-8ff8-4edab95e79f3,93ff4c08-b94c-4bff-b0db-70d0c0cb69a9,H
43dc6cd4-3dae-44ae-bfbf-3a46f021be26,1cc6fef5-799d-4e6b-89a8-ad782ec2dc5e,H
79ddadfe-f52b-4173-a3aa-c07ae4a06f2f,5dce6fe0-db36-4b5f-abb1-5a9224b3b3a9,H
5591ecba-c6de-48e5-8970-d401d5f17d48,1fd203c6-3441-4cc5-95a0-e620eec16385,H
6b20b2c8-1624-4185-b98f-67d4050aac50,5c71196e-5ea5-41c3-8447-635fa860925e,H
c11ae4cd-579d-489d-98ab-73729852924a,c50285ff-e8d3-4efa-be1c-56a48ffddbdc,H
f629ec63-a9f2-4c56-89ce-8be10d7ed268,f8df719a-5ebf-48e4-9770-d281dc1a1cbb,H
be19fdd1-473e-4328-bec7-2facca736352,2b38bc8f-3974-461a-91fc-38b07f46d426,H
ab06ac2b-9f51-4f54-a6b8-deb75b92280c,b49e6d78-e1d0-4bcc-bc21-5f26fd46818e,H
ce23e85b-1440-4637-a5c6-205cb5c1d91d,7d8c4496-dc3d-4d12-b33b-f254c149449c,H
a4f910fe-ca14-4380-a483-127ce18cfb5f,cecba3ab-9993-4bf9-b840-0c395979aa50,I
b9f877c0-25a2-4cd3-8885-7c5cf608ff5d,a73df4ee-5283-4ff1-9a6d-b99709c5de0b,I
c3314683-9203-424c-83f7-26d450d639d1,7ceac7ba-d2b1-452e-acdd-c626c0dbc578,I
0ddf118a-9856-48ed-893f-2b65679ac740,636e0952-b667-421f-a539-38a572c0a713,I
b0a7527b-5530-42c5-8813-4387256fed41,32093490-ec77-4408-a2d7-4fd851f85622,I
2e0783a7-7e06-478e-b2bc-3a8e2762d8f3,bb4256a2-827b-4aad-a374-8cea2e81720d,I
7fdaf085-a750-4086-9314-a78b8b120ce8,310a6d77-7253-4a95-b7c6-532c90db54ad,I
7e4027c8-de1c-4766-a0e6-042038815c25,f067d258-1546-45f5-9774-f2d04763e102,I
a3ecc207-757c-4cf9-b1c6-ec629ee1c9fe,7d4839ae-375d-4f4d-93df-fa8eb9e2aaab,I
1563747e-9aa7-4524-9e6f-a8569c229aab,c417378d-06dd-445b-904c-d5cc5465b122,I
a255c8e2-114e-4288-ad24-2e23437b6815,eb3de968-058b-4d84-9baf-857323d50dad,J
c6ca2443-5cb6-46c3-8946-d2fc75d9f8f2,1304c45b-461a-4ca2-9d6d-b7d7dbda3d1a,J
ad9d878d-45c9-4af6-b710-7f39c96075f9,64cc381a-6336-42b5-9386-622df415ca72,J
b7de095e-2a4f-4e10-ad05-aaf464596e3c,181e3ba3-1b5f-4e1b-86b9-5350e43a2db5,J
cccc0ef6-f798-443a-a85c-636999eaccae,576c045e-4451-4e67-985a-5be41b6323f5,J
29364117-f4ef-4f9a-afcd-5e14efe7c8cd,df299885-5905-41d0-9e32-214b57f4d6db,J
6624169d-878e-4da0-af40-9d7b41682b98,fc852985-a630-46bd-863a-b837f21df0c8,J
baf20fd9-fe74-42fe-934e-37ced897c927,d4c21b02-b9b1-4db0-960c-3e98a4555d16,J
b640f24c-d85f-4250-a864-5c976a8be505,cc4ffd35-775a-43be-aa95-2de97de2782f,J
63febd41-9404-4f46-a23c-82100024ec7d,fa0dff51-4e14-4ee5-b789-cda9e64ed94b,J